text,label
@JetBlue It's not so much the delays as the fact that the flight is still coming up as on time on your app. Just give us an honest estimate,1
"@USAirways Seriously??? I have shared my concerns four times already, to NO avail!  Geeeeezzzzz! #frustrated flyer",1
@SouthwestAir  I am following you now.,2
@united you'll be hearing from me for sure.,2
@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm,1
@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,2
@united Really....you charge me $25 to check a bag and then you put it on a different flight....still Don't have my bag!!!,1
"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",2
@JetBlue is it your standard protocol to call security onto a plane for a crying baby?,1
@JetBlue I'm trying to add my 2012 flights to my Badges account but i don't see an option. Help plz?,1
@united No wonder the cabin is filthy. #badservice,1
"@USAirways worked w/ Tiffany H at cust service desk in Charlotte and she was helpful and patient. Still stuck, but she was great.",0
@AmericanAir thanks for following up- it finally worked!! Fingers crossed the new flight works.,0
@VirginAmerica SFO-PDX schedule is still MIA.,1
“@JetBlue: Our fleet's on fleek. http://t.co/RLWBJ80mA5” r u serious,2
@united why are your agents working so slowly to rebook people who are on #UA1481. We have all wasted an entire day at STT.,1
@JetBlue If seats aren't guaranteed why do we pay for them? when I called the rep said some other people booked our seats.,1
"@united Your ""Loyalty Team"" basically flipped me off via phone, but thanks. Maybe Google ""loyalty"" and get back to me? ^LOL",1
@AmericanAir basically u right now http://t.co/IN24Bpb7dw,2
@USAirways great job today In ruining 45 people's vacation. Thanks to your incompetent pilot and staff we have all now missed our flights,1
@AmericanAir @MurphyJulie it took them 6 hours to call me back. Then it disconnected twice. 😢 I'll never get back to work,1
@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly,1
@SouthwestAir My bag was not shown LUV did not make it to PHL with me.,1
@united you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.,1
@USAirways [Part 2 of 2] she tried calling cust serv and the system hung up and her. Twice. Are you having system issues? Please advise.,1
@JetBlue I just submitted feedback for you @gripeo. Not a good way 2 handle baggage or customers: http://t.co/F6COpX1Fvj,1
"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB",0
"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though.",1
@USAirways actually it landed in BWI 30 minutes ago. She is stranded but I have friends to help. You FAILED big time on this one.,1
@USAirways US 728/Feb 21 Kim Y says: leaving on 15 minutes once paperwork is done. Wheels up ~ 1.5 hours Late Flightr.,1
"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",0
@united please upload the March on-demand entertainment listing on your website! ✈️,2
@USAirways I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.,1
@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!,0
"@JetBlue here's part: was at bag drop inserted my JetBlue cc, didn't print pass. Agent standing in front of me refused to print my pass",1
"@JetBlue Yep, still waiting for bags at #JFK. What's the holdup? Looks like we are the only flight that got in at this time..??",1
@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,1
@USAirways nice try at the gate making traveler after traveler put bags in the size guide because you oversold.  Sorry #minefits,1
"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”",0
@united no they aren't - I just called to check. #WORSTCUSTOMERSERVICE,1
"@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc",1
@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?,1
"@USAirways Waiting on my flight right now, thanks!!",0
@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,1
"@djevolutionhd As an EP who travels 125K+ miles a yr with @AmericanAir , I would expect more from them than this horrible travel experience",1
@SouthwestAir are you guys gonna be giving away any tickets for @Imaginedragons at @VinylVegas? #DestinationDragons,2
@AmericanAir @USAirways need to be reported to the @BBB_media for their complete disregard for paying customers! #DoNotFlyWithThem,1
@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?,1
"@JetBlue no one yet but some, fl 8162",2
"@united welcome to our world, that's a snow world today. @GooseBayAirport Goose Bay, Labrador, Canada. http://t.co/4kI6Xr67nk",2
@SouthwestAir we're doing our best; sitting at a gate waiting (while not being given information why we're delayed) isn't making this easy,1
@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.,1
@united completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy),1
@USAirways thanks!,0
@AmericanAir not anymore.,1
@VirginAmerica delayed to10.30!!,1
@united Can't leave the Tarmac ..united's gate agent cannot agree on a head count. 20 min now counting a 100 people max #epicfailunited,1
@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,1
@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU,2
"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time..",1
@JetBlue I was so excited when I saw that you fly there! #ionlyflyblue,0
@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!,0
@JetBlue SHUT THE DOOR ON YOUR WAY OUT. 🙅,2
"@united If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",2
@USAirways I made it- thx.,0
@SouthwestAir  Please Help. We really want to fly with you. #guessweflyingdelta,0
"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.",1
@united customers aren't dumb. These revenue based programs will hurt everyone. Not gonna save money like you think,1
@united On top of that I paid for 1st class and my wife got stuck in coach.,1
@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,0
@AmericanAir amen!,2
I feel completely cheated @united. I read your commitment to customer service via website and def did not get service suggested there.,1
"@AmericanAir She was at gate on time though, they made her cry, and made a scene for 10 mins instead of boarding her. Plane still outside.",1
@AmericanAir I understand you are busy but I have still gotten no answer. I need to get home and you guys have not helped at all,1
@SouthwestAir I'm concerned that you will Cancelled Flight my flight out of BNA tomorrow am. Should I be?,1
@AmericanAir Your logo looks like 3D glasses.,2
@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.,0
@AmericanAir @EdPlotts don't bother trying to get anywhere with their customer service team either as take 2+ months and counting to reply,1
"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",0
"@united thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!",1
@USAirways but only for certain flights from CLT-NYC. The notion that you can't rebook customers for 48 hours is absurd.,1
@USAirways 5 hours on the phone waiting for a call back to find my luggage #shameonyou,1
@united check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I,1
"@SouthwestAir I have sent the DM, should I continue to wait on hold with a rep, or will you be servicing me here?",1
"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards",1
@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.),1
@united And yet we still haven't left yet and I can't watch my pre-paid DirectTV. #firstworldproblems,1
@united is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR,1
@SouthwestAir can i get tiks for #DestinationDragons omg id love to! Plz 😱❤️im dying,0
@USAirways I will NEVER fly us airways or american again and I will share this nightmare of a story to all the many others we know who fly,1
"@united when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?",2
@SouthwestAir rocks - @AmericanAir horror,1
@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/P6eef1zWzc,2
@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.,1
@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek,2
@SouthwestAir don't you think a 4hr wait time to speak to an actual agent is ridiculous?! My flight was Cancelled Flightled this morning! #Getyourlife,1
@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me,2
@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!,0
@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J,0
"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here.",1
"@united Very good flight, thank you!",0
@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded,1
@united why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead,1
@JetBlue 118 to Boston still sitting,1
@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.,0
"@JetBlue Issue is JFK. Pilot explained once JFK reopens we can get scheduled back there, but why can't we divert to LGA? Closer than ACY!",1
@SouthwestAir Bad enough that there is no seat assigned he's  seating at an exit seat and a male flight attendant removes him from there,1
@JetBlue it's ridiculous that I just got home and I was supposed to land 3 hours ago bc I am HELLA tired,1
@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI,0
@USAirways is holding my luggage hostage from flight 5182,1
"@AmericanAir I will and I will share with many, many others. #filmcrew #media @WSJ @nytimes @latimes @chicagotribune",2
@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint,1
Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,0
"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?",1
"@SouthwestAir standing in Las Vegas and our flight says on time, but reps are telling us that all flights to Denver are Cancelled Flightled. HELP",1
@AmericanAir 12 calls in the span of two days........none of which available to speak to someone.  You are un F-in believable.  worst ever,1
@JetBlue good luck. Thanks.,0
@USAirways - delayed 1851. Need an extra 5 min to make 1769. Would appreciate a little help again this week.,1
@SouthwestAir the wait for the bags is longer than the actual flight.,1
"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr",1
"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",1
@AmericanAir over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.,1
@SouthwestAir discount for three delays?,1
@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏,0
@united received my bag. I appreciate taking care of the matter and following up!,0
"@AmericanAir how about a reservation phone system that actually works? You know the 800 number is unreachable? Callbacks are ""dead air"".",1
"@USAirways Its not just PHL, at BTV today made to deplane because ""it's Sunday and we don't know if maintenance will be available""",1
@SouthwestAir not letting me DM. # is FSZ4YO,1
@united 2nd time in a row  I've been over charged by 100's of $$ on my plane ticket WHY? #united I shouldn't have to check my CC everytime,1
@united my son is a passenger on flight 3710 from Chicago to Toronto. The plane came within feet of colliding  another plane and is stopped.,1
@USAirways  where's my bag?  In line 200 deep at DCA. Agents say call 800 #.  800# says talk to agents. Abysmal customer service,1
@USAirways: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges,1
@SouthwestAir when will airfare be available through December of this year? I have 2 major trips coming up and I'm anxious to book them!,1
@USAirways No one answers your reservation phone line. I need to book travel with a  companion certificate. How do I get through?!!!,1
"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help",1
@AmericanAir Waiting an hour now for a pilot AA3688. Is there a pilot in the house at DFW?,1
@USAirways Is there a way to have someone contact me when you have an agent available? Need help Flight Booking Problems an award flight.,1
@united Thank you!,0
@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them,1
"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26",1
@USAirways #flight2031 the flight to Hell,1
"@SouthwestAir, sev ppl im my office received an apology and 2k. FF miles for this delay, only apologize to select ppl? I got nothing..",1
Why lord why“@JetBlue: Our fleet's on fleek. http://t.co/nlzS1Ehnee”,2
@americanair Seattle check-in. 1 desk servicing full service line. 2 desks servicing priority. Full srvc wait 30+ minutes. Customer svc fail,1
@united the wifi in the ewr lounge reminds me of the old days of dial up,1
@JetBlue Flight 1533 JFK to Cartagena all at this airport bar singing the opposite of your praises! We're making a pact to never fly u again,1
"@AmericanAir ""Thank you for contacting American. The email address you have written to is an unmonitored account”",2
"@united there was 20 min to departure, no one waiting. On being pressed ground staffer threatened ""do you want to get to SF today"" #fail",1
@SouthwestAir would someone please DM me the customer relations number. The website has only customer service.,1
"@JetBlue I know where you guys jet! LOL, but if you love me so much, help a brother out :) Hot weather, great nightlife, 2-3 hour flight",2
@SouthwestAir give this guy a raise....great start to flight from AZ to MKE..,0
@united thank you. I will address it with them,0
@JetBlue flight was two days ago. Flight 1918 from POS.,1
@SouthwestAir 8 mins!!! http://t.co/bbZiJWFDL3,2
@united 1 refused boarding with Nexus. nexus confirmed she should not be refused,1
@JetBlue I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO,1
"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. 😔 why...so... few...direct...flights?",1
@JetBlue you're lucky we're still flying you after today's landing gear failure. Get your act together and help us sit with our kids!,1
@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac,1
@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta,2
"@SouthwestAir hello I was talking with @SouthwestVerity but it says you moved here, they sent me a voucher but does not work can u help?",2
@united I'll be sending/posting complete details of the circumstances surrounding this matter.  United airlines should be ashamed.,1
@JetBlue I'm on flight and no booze being served 30 min in... What gives? #lostrevenue #angryandsober #bachelorpartymishap,1
@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way,2
@usairways hey just letting you know you're the worst fucking service I've ever used thanks for nothing,1
@united didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.,1
"@USAirways getting sorted, thanks",0
@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,1
@AmericanAir  you have now lost my luggage for40 hours holding for4 hrs on phone #wtf is this how you treat your loyal passengers?#stranded,1
"@AmericanAir flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin",1
“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent,2
"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",2
@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2,2
@jetblue is giving me false hope of ever getting home,1
@JetBlue keeps asking me to enter a valid email address. My info is saved and has worked hundreds of times before,1
@USAirways it is an extreme inconvenience to make ppl check bags when there's a lot of overhead space left. You lie so you're not at fault,1
@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.,1
"@USAirways And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour!",1
@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy,1
@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!,0
"@AmericanAir 245. I'm about to take off but one of your reps at a different gate was rude when I asked for assistance. Thanks, though.",1
"@USAirways I'm assisting @marccopely. He is already rebooked. Agents rude, unhelpful, discourteous. #FrequentFlyers appalled. Unacceptable!!",1
@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!,0
@united Just had the worst experience ever flying with you,1
"@united I log in, view reservations, try view specific reservation &amp; takes me back to login page,",1
@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.,1
@AmericanAir needs an entire customer service overhaul @Delta would never treat its customers with anything less that A1 service,1
"@AmericanAir know that I could use that for a flight into Canada.  By they time they figured it out, it was too Late Flight to check our bags",2
@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,1
@JetBlue ’s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw,1
"@JetBlue customer service was so bad updating my points, once I use my next points, I won't be flying you. Point system is almost a sham.",1
@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr,1
"@united Nope, still sitting at the gate!",1
@SouthwestAir still planing on flights into Dal? We are trying to fly in tomorrow from lax,2
"@USAirways thanks to you, you have now incurred us approximately 2000 dollars in fees due to a staff members screw up.  #neveragain",1
@united doesn't help the 100 or more passengers that just arrived an hour Late Flight.,1
@AmericanAir my seat is disgusting. Old and dirty. When are you going to refurbish this plane?  US Air 597 jfk to phx,1
"@AmericanAir she was rude, unprofessional,  not helpful in helping me try and get home. As a #aaadvantage #loyal aa customer dissatisfied!",1
@united your overall experience of flying is not friendly,1
"@united although, I am stranded in Chicago O'Hare for another 8 hours. Any chance your cracker-jack service team could provide a meal?",1
@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!,1
@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme,2
"@USAirways ""Able""? Does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?",1
@JetBlue my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.,1
"@AmericanAir, that's not the point. Say its $1300 at the counter when I clearly see $500 on your site? AA agent was @ a loss 4 words, too",1
@JetBlue The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/ltwhmOL1Dr,2
@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?,2
"@JetBlue I called jet blue to get an explanation, and make sure it would not happen in the future. I was told to write the fraud dept.",1
"@USAirways ruined our honeymoon by causing us to miss our international flight, and now we are stranded.",1
@USAirways Is your refund system down?,2
@AmericanAir don't worry you won't steal my money again,1
@SouthwestAir I am now a rapids rewards member #lovetotravel #chaching,2
@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),0
@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?,1
@AmericanAir How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?,1
@AmericanAir I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification. #FixYourStuff,1
"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",2
@JetBlue all day,1
@AmericanAir - Hanging up on customers with no chance for a callback is a failure of customer service. 1:30am EST and no one can answer? 2/2,1
@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,1
@united 20 yrs of flying Continental/united exclusively I get why everyone hates you - fl1289sfo/EWR #getmeoffrhisFUCKINplane,1
"@SouthwestAir - stuck on the runway, again. Delayed on Wednesday. Not a good way to take care of your loyal customers.",1
"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",0
"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question",1
@USAirways I really appreciate there not being an easy way to get another flight when mine has been delayed over 2hrs for mechanical reasons,1
@USAirways problem with flight in Gainesville US Airways  5137 to CLT will miss connecting flight 5547 to IAD. When can I get another flight,1
@USAirways never imagined it would be so hard to SPEND money through US Air. Stubbornly hoping someone will come back to the phone.,1
@united why? So I can waste more of time on this airline to get an automated message? Disappointing as always.,1
@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines,1
"@USAirways nope, done. Was supposed to get home at 9pm and didn't get home until midnight. #NeverAgain",1
"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?",1
@USAirways 2nd plane forced to get off due to mech and wait for 3rd need housing and meals in STT need help b4 we arrive at STT please,1
"@USAirways status shows ""delayed"" it was just ""waiting for takeoff"" so did it depart? It certainly didn't at 4:17pm. http://t.co/emRUbu4WzD",1
@SouthwestAir I'm 30 mins out WAIT FOR ME😭😭😭,2
@JetBlue the slowest boarding process I've ever experienced and rude customer service agents.,1
@AmericanAir @CNN @nbsnewsr @cnnbrk except you aren't working with her @AmericanAir youve done nothing to help,1
@USAirways Do you have a phone Nbr for Refund Dept ?,2
@JetBlue we are bringing 2 guitars. can we bring them as carry on?,2
@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,1
@USAirways My bags were supposed to be delivered to NYC last night (missing since Thurs) but are not here. Can someone call me?,1
@AmericanAir my flight tomorrow is Cancelled Flighted you guys just keep letting me down,1
"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",1
@united : thanks! i will catch my conection! :),0
@USAirways can I at least get a response?  I tried the gate person (sent me the wrong way to cust srvc ) Cust Srvc (when I found them),1
@JetBlue just DMed. thanks so much for addressing this so quickly.,0
@JetBlue Do your TrueBlue pages not work on Chrome or Safari? I keep getting blank pages when I lick on the TrueBlue tab on your site.,1
"@JetBlue Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon",2
@SouthwestAir fl 4158 Cancelled Flightled from Dallas to Austin. No one answering 800#.  Need help.,1
@JetBlue awe you guys are great can't wait to travel with you again soon!!!,0
@SouthwestAir has the WORST customer service of any airline I've ever flown.,1
@united you do realize my wife is waiting on a delayed flight at this very moment.  I'm not sure I understand your tweet.,1
"@united I have requested upgrade for EWR BOM flight, end of May. Miles + copay. When will i know if I am upgraded?",2
"@AmericanAir @united week is going to make up for anything, or put me at ease.  You should be asking me how you can fix things, how to...",1
@SouthwestAir Hoping you answer the phone today?,1
"@USAirways not happy w/ app Late Flightly. Last time I flew wouldn't let me check in, This time I checked in went on Late Flightr says I never checked in",1
@united JT thanks for your help I’ll complete the form once we are back home,0
@USAirways thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice,0
@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing,0
@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!,0
@AmericanAir thanks 😩. idk if it still Late Flight but I hope I get it tonight 😭,0
"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",1
@united still waiting for a reply,1
@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.,1
@AmericanAir thank you for the confirmation.,0
@united my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!,1
@JetBlue #489. Flight #589 is departing before we even board,1
